sex,yob,g2000,g2002,g2004,p2000,p2002,p2004,treatment,cluster,voted,hh_id,hh_size,numberofnames,p2004_mean,g2004_mean,voted_ind
female,1969,yes,yes,yes,no,yes,No,Self,8959,No,161254,2,21,0.0952381,0.8571429,0
male,1972,yes,yes,yes,no,yes,No,Self,8959,Yes,161254,2,21,0.0952381,0.8571429,1
male,1942,yes,yes,yes,no,no,No,Control,8959,No,161255,1,21,0.2857143,0.952381,0
female,1951,yes,yes,yes,yes,yes,No,Self,8959,No,161256,2,21,0.3333333,0.952381,0
male,1949,yes,yes,yes,yes,yes,No,Self,8959,Yes,161256,2,21,0.3333333,0.952381,1
female,1966,yes,yes,yes,no,no,Yes,Control,8959,No,161257,2,21,0.4285714,0.952381,0
male,1964,yes,yes,yes,no,yes,Yes,Control,8959,No,161257,2,21,0.4285714,0.952381,0
female,1961,yes,yes,yes,no,yes,No,Neighbors,8959,No,161258,2,21,0.3809524,1,0
male,1960,yes,no,yes,no,yes,No,Neighbors,8959,No,161258,2,21,0.3809524,1,0
female,1961,yes,yes,yes,yes,no,No,Hawthorne,8959,No,161259,3,21,0.4285714,1,0
male,1961,yes,yes,yes,yes,no,Yes,Hawthorne,8959,Yes,161259,3,21,0.4285714,1,1
male,1986,no,no,yes,no,no,No,Hawthorne,8959,No,161259,3,21,0.4285714,1,0
female,1969,yes,yes,yes,no,yes,No,Control,8959,Yes,161260,2,21,0.4761905,1,1
male,1965,yes,yes,yes,yes,yes,Yes,Control,8959,Yes,161260,2,21,0.4761905,1,1
male,1944,yes,yes,yes,no,no,No,Civic Duty,8959,No,161261,2,21,0.1904762,0.8095238,0
female,1946,yes,yes,yes,no,no,No,Civic Duty,8959,No,161261,2,21,0.1904762,0.8095238,0
female,1985,no,no,yes,no,no,Yes,Control,8959,No,161262,4,21,0.2857143,0.9047619,0
male,1951,yes,yes,yes,yes,no,Yes,Control,8959,No,161262,4,21,0.2857143,0.9047619,0
female,1956,yes,no,yes,yes,no,Yes,Control,8959,No,161262,4,21,0.2857143,0.9047619,0
female,1983,no,no,yes,no,no,Yes,Control,8959,No,161262,4,21,0.2857143,0.9047619,0
female,1981,yes,no,yes,no,yes,Yes,Neighbors,8980,Yes,161623,2,21,0.4761905,0.952381,1
male,1979,yes,no,yes,no,no,Yes,Neighbors,8980,No,161623,2,21,0.4761905,0.952381,0
male,1947,yes,yes,yes,yes,yes,Yes,Self,8980,No,161624,3,21,0.4761905,0.952381,0
female,1948,yes,yes,yes,yes,yes,No,Self,8980,No,161624,3,21,0.4761905,0.952381,0
female,1981,yes,yes,yes,yes,yes,No,Self,8980,No,161624,3,21,0.4761905,0.952381,0
female,1956,yes,yes,yes,no,no,Yes,Civic Duty,8980,No,161625,1,21,0.5238096,0.8095238,0
female,1968,yes,yes,yes,no,no,Yes,Control,8980,No,161626,1,21,0.4761905,0.8095238,0
male,1926,no,yes,yes,no,no,Yes,Control,8980,No,161627,1,21,0.5238096,0.8095238,0
male,1956,yes,yes,yes,no,no,No,Control,8980,No,161628,3,21,0.3333333,0.952381,0
female,1958,yes,yes,yes,no,no,No,Control,8980,Yes,161628,3,21,0.3333333,0.952381,1
female,1986,no,no,yes,no,no,No,Control,8980,No,161628,3,21,0.3333333,0.952381,0
male,1959,yes,no,yes,no,no,Yes,Hawthorne,8980,No,161629,2,21,0.3333333,0.9047619,0
female,1959,yes,no,yes,no,no,Yes,Hawthorne,8980,No,161629,2,21,0.3333333,0.9047619,0
female,1964,yes,no,yes,no,yes,Yes,Neighbors,8980,No,161630,2,21,0.3333333,0.9047619,0
male,1962,yes,yes,yes,no,no,No,Neighbors,8980,No,161630,2,21,0.3333333,0.9047619,0
male,1947,yes,no,yes,no,no,Yes,Control,8980,No,161631,1,21,0.3333333,1,0
male,1966,yes,yes,yes,no,no,Yes,Control,8980,No,161632,1,21,0.4285714,1,0
female,1948,yes,yes,yes,no,no,Yes,Control,8980,No,161633,2,21,0.4761905,1,0
male,1944,yes,yes,yes,no,no,Yes,Control,8980,No,161633,2,21,0.4761905,1,0
male,1947,yes,yes,yes,no,no,Yes,Control,8980,No,161634,2,21,0.3809524,0.9047619,0
female,1948,yes,yes,yes,no,no,No,Control,8980,No,161634,2,21,0.3809524,0.9047619,0
female,1956,yes,yes,yes,no,no,Yes,Hawthorne,8980,Yes,161635,1,21,0.5238096,0.9047619,1
female,1971,no,no,yes,no,no,No,Self,8980,No,161636,2,21,0.5714286,0.9047619,0
male,1968,no,no,yes,no,no,Yes,Self,8980,No,161636,2,21,0.5714286,0.9047619,0
female,1946,yes,yes,yes,yes,no,No,Control,8980,Yes,161637,2,21,0.4285714,0.8571429,1
male,1946,yes,yes,yes,yes,no,No,Control,8980,Yes,161637,2,21,0.4285714,0.8571429,1
male,1976,yes,yes,yes,no,no,Yes,Control,8980,No,161638,1,21,0.3809524,0.952381,0
male,1930,yes,yes,yes,yes,no,Yes,Control,8980,No,161639,2,21,0.5238096,0.8571429,0
female,1935,yes,no,yes,no,no,Yes,Control,8980,No,161639,2,21,0.5238096,0.8571429,0
male,1957,yes,yes,yes,no,no,No,Civic Duty,8980,No,161640,3,21,0.4761905,0.8571429,0
female,1959,yes,yes,yes,yes,yes,No,Civic Duty,8980,No,161640,3,21,0.4761905,0.8571429,0
male,1986,no,no,yes,no,no,No,Civic Duty,8980,No,161640,3,21,0.4761905,0.8571429,0
male,1977,yes,yes,yes,no,no,Yes,Control,9021,Yes,162361,2,21,0.6190476,0.8571429,1
female,1974,yes,yes,yes,no,no,Yes,Control,9021,Yes,162361,2,21,0.6190476,0.8571429,1
male,1964,yes,yes,yes,yes,no,Yes,Hawthorne,9021,No,162362,1,21,0.6190476,0.952381,0
male,1963,yes,no,yes,no,no,Yes,Control,9021,No,162363,2,21,0.5238096,0.9047619,0
female,1965,yes,no,yes,no,no,Yes,Control,9021,No,162363,2,21,0.5238096,0.9047619,0
female,1964,yes,yes,yes,no,no,No,Control,9021,No,162364,2,21,0.4285714,0.9047619,0
male,1961,yes,yes,yes,no,no,Yes,Control,9021,No,162364,2,21,0.4285714,0.9047619,0
male,1952,yes,yes,yes,no,no,Yes,Control,9021,No,162365,1,21,0.3809524,0.952381,0
female,1981,yes,no,yes,no,no,Yes,Control,9021,No,162366,2,21,0.6190476,0.952381,0
female,1954,yes,no,yes,no,yes,Yes,Control,9021,No,162366,2,21,0.6190476,0.952381,0
female,1978,yes,no,yes,no,no,Yes,Hawthorne,9021,No,162367,2,21,0.6190476,0.952381,0
male,1979,no,no,yes,no,no,Yes,Hawthorne,9021,No,162367,2,21,0.6190476,0.952381,0
female,1979,no,yes,yes,no,no,Yes,Civic Duty,9021,No,162368,2,21,0.3333333,0.952381,0
male,1975,no,no,yes,no,no,Yes,Civic Duty,9021,No,162368,2,21,0.3333333,0.952381,0
male,1956,yes,yes,yes,yes,yes,Yes,Civic Duty,9021,No,162369,2,21,0.5238096,0.952381,0
female,1963,yes,yes,yes,yes,no,Yes,Civic Duty,9021,No,162369,2,21,0.5238096,0.952381,0
male,1949,yes,yes,yes,no,no,No,Control,9021,No,162370,3,21,0.5238096,0.952381,0
male,1985,no,no,yes,no,no,No,Control,9021,No,162370,3,21,0.5238096,0.952381,0
female,1954,yes,yes,yes,no,no,No,Control,9021,No,162370,3,21,0.5238096,0.952381,0
female,1963,yes,yes,yes,no,no,Yes,Self,9021,No,162371,1,21,0.3809524,0.952381,0
female,1949,yes,yes,yes,no,yes,No,Neighbors,9021,No,162372,2,21,0.3809524,0.9047619,0
male,1958,yes,no,yes,no,no,No,Neighbors,9021,No,162372,2,21,0.3809524,0.9047619,0
male,1957,yes,no,yes,no,no,No,Control,9021,No,162373,3,21,0.6190476,0.952381,0
female,1959,yes,yes,yes,no,no,Yes,Control,9021,No,162373,3,21,0.6190476,0.952381,0
female,1985,no,no,yes,no,no,Yes,Control,9021,No,162373,3,21,0.6190476,0.952381,0
male,1971,yes,yes,yes,no,no,Yes,Control,9021,No,162374,2,21,0.8095238,0.952381,0
female,1974,yes,no,yes,yes,no,Yes,Control,9021,Yes,162374,2,21,0.8095238,0.952381,1
female,1951,yes,yes,yes,no,no,Yes,Control,9021,No,162375,2,21,0.5238096,0.952381,0
male,1951,yes,yes,yes,no,no,Yes,Control,9021,No,162375,2,21,0.5238096,0.952381,0
female,1929,yes,no,yes,no,no,Yes,Neighbors,9021,No,162376,2,21,0.3333333,0.9047619,0
male,1950,yes,no,yes,no,no,Yes,Neighbors,9021,No,162376,2,21,0.3333333,0.9047619,0
male,1981,no,no,yes,no,no,No,Self,9021,No,162377,3,21,0.4285714,0.952381,0
male,1940,yes,no,yes,no,no,Yes,Self,9021,No,162377,3,21,0.4285714,0.952381,0
female,1941,yes,no,yes,no,no,Yes,Self,9021,No,162377,3,21,0.4285714,0.952381,0
female,1925,yes,yes,yes,no,no,Yes,Control,9021,No,162378,1,21,0.3333333,0.9047619,0
female,1966,yes,yes,yes,no,yes,Yes,Hawthorne,9026,Yes,162451,2,21,0.7142857,1,1
male,1965,yes,yes,yes,no,yes,Yes,Hawthorne,9026,Yes,162451,2,21,0.7142857,1,1
male,1965,yes,yes,yes,no,no,Yes,Control,9026,No,162452,1,21,0.6190476,0.952381,0
female,1973,no,no,yes,no,no,Yes,Control,9026,Yes,162453,1,21,0.4285714,0.7142857,1
female,1951,yes,no,yes,no,no,Yes,Neighbors,9026,No,162454,3,21,0.5238096,0.7619048,0
male,1950,yes,yes,yes,no,no,Yes,Neighbors,9026,No,162454,3,21,0.5238096,0.7619048,0
female,1982,no,no,yes,no,no,No,Neighbors,9026,No,162454,3,21,0.5238096,0.7619048,0
female,1959,yes,yes,yes,no,no,Yes,Control,9026,No,162455,1,21,0.4761905,1,0
female,1962,yes,no,yes,no,no,Yes,Control,9026,No,162456,2,21,0.3809524,0.7619048,0
male,1963,yes,no,yes,no,no,Yes,Control,9026,No,162456,2,21,0.3809524,0.7619048,0
male,1974,yes,no,yes,no,no,Yes,Control,9026,No,162457,1,21,0.2857143,0.952381,0
male,1976,yes,yes,yes,no,no,Yes,Hawthorne,9026,No,162458,2,21,0.3333333,0.952381,0
female,1982,yes,yes,yes,no,no,Yes,Hawthorne,9026,No,162458,2,21,0.3333333,0.952381,0
female,1968,yes,yes,yes,no,no,Yes,Control,9026,No,162459,2,21,0.4761905,0.9047619,0
male,1967,yes,yes,yes,no,no,Yes,Control,9026,No,162459,2,21,0.4761905,0.9047619,0
male,1969,yes,yes,yes,no,no,Yes,Control,9026,No,162460,2,21,0.4761905,0.8571429,0
female,1968,yes,yes,yes,no,no,Yes,Control,9026,No,162460,2,21,0.4761905,0.8571429,0
female,1963,yes,yes,yes,no,no,No,Control,9026,No,162461,2,21,0.3809524,0.8571429,0
male,1959,yes,yes,yes,no,no,No,Control,9026,Yes,162461,2,21,0.3809524,0.8571429,1
male,1965,yes,no,yes,no,no,Yes,Civic Duty,9026,No,162462,1,21,0.4761905,1,0
female,1979,yes,yes,yes,no,no,Yes,Control,9026,No,162463,2,21,0.4285714,1,0
male,1980,yes,yes,yes,no,yes,No,Control,9026,No,162463,2,21,0.4285714,1,0
male,1940,yes,yes,yes,no,yes,No,Self,9026,No,162464,2,21,0.4761905,0.9047619,0
female,1942,yes,yes,yes,yes,no,Yes,Self,9026,No,162464,2,21,0.4761905,0.9047619,0
male,1951,yes,yes,yes,no,yes,Yes,Civic Duty,9026,No,162465,3,21,0.5238096,0.8571429,0
female,1955,yes,yes,yes,no,no,Yes,Civic Duty,9026,No,162465,3,21,0.5238096,0.8571429,0
male,1984,no,no,yes,no,no,No,Civic Duty,9026,No,162465,3,21,0.5238096,0.8571429,0
female,1970,yes,yes,yes,no,no,Yes,Neighbors,9026,No,162466,2,21,0.5714286,1,0
female,1939,yes,yes,yes,no,no,Yes,Neighbors,9026,No,162466,2,21,0.5714286,1,0
female,1955,yes,yes,yes,no,no,Yes,Self,9026,Yes,162467,2,21,0.3333333,0.7619048,1
male,1949,yes,yes,yes,no,no,No,Self,9026,No,162467,2,21,0.3333333,0.7619048,0
female,1968,yes,yes,yes,no,no,Yes,Control,9026,No,162468,2,21,0.3333333,0.7619048,0
male,1966,no,no,yes,no,no,No,Control,9026,No,162468,2,21,0.3333333,0.7619048,0
female,1943,yes,yes,yes,yes,no,Yes,Control,9049,No,162865,2,21,0.5238096,0.9047619,0
male,1942,yes,yes,yes,yes,no,Yes,Control,9049,No,162865,2,21,0.5238096,0.9047619,0
male,1949,no,no,yes,no,no,Yes,Neighbors,9049,No,162866,2,21,0.4285714,0.952381,0
female,1956,no,no,yes,no,no,Yes,Neighbors,9049,No,162866,2,21,0.4285714,0.952381,0
female,1959,no,no,yes,yes,no,Yes,Neighbors,9049,No,162867,2,21,0.3809524,0.9047619,0
male,1943,yes,yes,yes,yes,no,Yes,Neighbors,9049,No,162867,2,21,0.3809524,0.9047619,0
male,1945,yes,no,yes,no,no,No,Control,9049,No,162868,1,21,0.4285714,0.9047619,0
female,1960,no,yes,yes,no,no,Yes,Civic Duty,9049,No,162869,2,21,0.4285714,1,0
male,1947,yes,yes,yes,no,yes,Yes,Civic Duty,9049,Yes,162869,2,21,0.4285714,1,1
female,1983,no,no,yes,no,no,No,Control,9049,No,162870,4,21,0.3809524,0.952381,0
male,1953,yes,yes,yes,no,no,No,Control,9049,No,162870,4,21,0.3809524,0.952381,0
female,1960,yes,yes,yes,no,no,No,Control,9049,No,162870,4,21,0.3809524,0.952381,0
female,1986,no,no,yes,no,no,No,Control,9049,No,162870,4,21,0.3809524,0.952381,0
female,1945,yes,no,yes,no,no,Yes,Hawthorne,9049,No,162871,1,21,0.3809524,0.952381,0
female,1957,yes,yes,yes,no,no,No,Control,9049,No,162872,2,21,0.3809524,0.952381,0
male,1956,yes,yes,yes,no,no,No,Control,9049,No,162872,2,21,0.3809524,0.952381,0
male,1953,yes,yes,yes,no,no,No,Self,9049,No,162873,2,21,0.5714286,0.952381,0
female,1961,yes,yes,yes,no,no,Yes,Self,9049,No,162873,2,21,0.5714286,0.952381,0
female,1975,no,yes,yes,no,no,Yes,Control,9049,No,162874,1,21,0.6666667,0.952381,0
male,1966,yes,yes,yes,no,no,Yes,Control,9049,Yes,162875,2,21,0.6666667,0.952381,1
female,1968,yes,yes,yes,no,no,Yes,Control,9049,No,162875,2,21,0.6666667,0.952381,0
female,1962,yes,yes,yes,no,no,Yes,Control,9049,No,162876,2,21,0.6666667,0.952381,0
male,1960,yes,yes,yes,no,no,Yes,Control,9049,No,162876,2,21,0.6666667,0.952381,0
male,1960,yes,no,yes,no,no,Yes,Hawthorne,9049,No,162877,2,21,0.8095238,0.952381,0
female,1961,yes,no,yes,no,no,Yes,Hawthorne,9049,No,162877,2,21,0.8095238,0.952381,0
female,1965,yes,yes,yes,no,no,No,Control,9049,No,162878,2,21,0.3809524,0.9047619,0
male,1965,yes,no,yes,no,no,No,Control,9049,No,162878,2,21,0.3809524,0.9047619,0
male,1956,yes,yes,yes,no,no,No,Self,9049,No,162879,2,21,0.5714286,0.952381,0
female,1958,yes,yes,yes,no,no,No,Self,9049,No,162879,2,21,0.5714286,0.952381,0
male,1956,yes,yes,yes,no,no,Yes,Control,9049,No,162880,1,21,0.7619048,0.952381,0
male,1950,yes,yes,yes,no,no,Yes,Civic Duty,9049,No,162881,3,21,0.5714286,0.952381,0
female,1953,yes,yes,yes,no,no,No,Civic Duty,9049,Yes,162881,3,21,0.5714286,0.952381,1
female,1978,no,no,yes,no,no,No,Civic Duty,9049,Yes,162881,3,21,0.5714286,0.952381,1
male,1949,yes,yes,yes,no,no,Yes,Control,9049,No,162882,2,21,0.6190476,0.952381,0
female,1950,yes,yes,yes,no,no,Yes,Control,9049,No,162882,2,21,0.6190476,0.952381,0
male,1956,yes,yes,yes,no,no,Yes,Control,9102,No,163819,1,21,0.5714286,1,0
male,1965,yes,yes,yes,no,no,Yes,Civic Duty,9102,No,163820,2,21,0.5714286,1,0
female,1964,yes,yes,yes,no,no,Yes,Civic Duty,9102,No,163820,2,21,0.5714286,1,0
male,1946,yes,yes,yes,no,no,Yes,Hawthorne,9102,No,163821,1,21,0.5238096,0.952381,0
female,1969,yes,yes,yes,no,yes,Yes,Self,9102,Yes,163822,2,21,0.4761905,0.9047619,1
male,1966,yes,yes,yes,yes,no,Yes,Self,9102,Yes,163822,2,21,0.4761905,0.9047619,1
female,1974,yes,yes,yes,no,no,Yes,Control,9102,No,163823,2,21,0.4761905,0.9047619,0
male,1966,yes,yes,yes,no,no,Yes,Control,9102,No,163823,2,21,0.4761905,0.9047619,0
female,1973,yes,yes,yes,no,no,Yes,Neighbors,9102,No,163824,1,21,0.4761905,0.9047619,0
female,1960,yes,yes,yes,no,no,Yes,Control,9102,No,163825,2,21,0.7142857,1,0
male,1961,yes,yes,yes,no,no,Yes,Control,9102,No,163825,2,21,0.7142857,1,0
female,1964,yes,yes,yes,no,no,Yes,Control,9102,No,163826,3,21,0.7142857,1,0
male,1958,yes,yes,yes,no,no,Yes,Control,9102,No,163826,3,21,0.7142857,1,0
female,1985,no,no,yes,no,no,No,Control,9102,No,163826,3,21,0.7142857,1,0
male,1980,yes,no,yes,no,no,Yes,Civic Duty,9102,No,163827,3,21,0.7142857,1,0
male,1945,yes,yes,yes,no,no,Yes,Civic Duty,9102,No,163827,3,21,0.7142857,1,0
female,1950,yes,yes,yes,no,no,Yes,Civic Duty,9102,No,163827,3,21,0.7142857,1,0
female,1930,yes,yes,yes,yes,no,No,Control,9102,No,163828,1,21,0.3333333,0.7619048,0
male,1950,yes,yes,yes,no,no,Yes,Neighbors,9102,No,163829,2,21,0.4285714,1,0
female,1951,yes,yes,yes,no,no,Yes,Neighbors,9102,No,163829,2,21,0.4285714,1,0
male,1950,yes,yes,yes,no,no,Yes,Control,9102,No,163830,2,21,0.5238096,1,0
female,1953,yes,yes,yes,no,no,Yes,Control,9102,No,163830,2,21,0.5238096,1,0
female,1977,yes,yes,yes,yes,yes,Yes,Hawthorne,9102,No,163831,2,21,0.4761905,0.952381,0
male,1976,yes,yes,yes,no,yes,No,Hawthorne,9102,No,163831,2,21,0.4761905,0.952381,0
female,1940,yes,yes,yes,no,no,Yes,Control,9102,No,163832,2,21,0.3809524,0.8095238,0
male,1937,yes,no,yes,yes,no,Yes,Control,9102,No,163832,2,21,0.3809524,0.8095238,0
female,1959,yes,yes,yes,yes,yes,No,Control,9102,No,163833,2,21,0.3809524,0.8095238,0
male,1956,yes,yes,yes,yes,yes,No,Control,9102,No,163833,2,21,0.3809524,0.8095238,0
male,1959,no,no,yes,no,no,Yes,Self,9102,No,163834,2,21,0.3809524,0.7142857,0
female,1959,yes,no,yes,no,no,Yes,Self,9102,No,163834,2,21,0.3809524,0.7142857,0
male,1971,yes,yes,yes,no,no,Yes,Control,9102,No,163835,2,21,0.3809524,0.8571429,0
female,1975,yes,yes,yes,yes,no,Yes,Control,9102,No,163835,2,21,0.3809524,0.8571429,0
female,1932,yes,yes,yes,no,no,Yes,Control,9102,No,163836,1,21,0.6190476,0.952381,0
male,1957,yes,yes,yes,no,no,Yes,Control,9105,No,163873,2,21,0.6190476,0.952381,0
female,1951,yes,yes,yes,no,no,Yes,Control,9105,No,163873,2,21,0.6190476,0.952381,0
female,1927,yes,no,yes,no,no,Yes,Control,9105,No,163874,1,21,0.6190476,0.952381,0
male,1969,yes,no,yes,no,no,Yes,Hawthorne,9105,Yes,163875,2,21,0.7142857,0.952381,1
female,1970,yes,no,yes,no,no,Yes,Hawthorne,9105,Yes,163875,2,21,0.7142857,0.952381,1
male,1949,yes,yes,yes,yes,yes,Yes,Hawthorne,9105,Yes,163876,3,21,0.5238096,0.952381,1
female,1951,yes,yes,yes,yes,yes,Yes,Hawthorne,9105,Yes,163876,3,21,0.5238096,0.952381,1
female,1983,no,yes,yes,no,no,Yes,Hawthorne,9105,No,163876,3,21,0.5238096,0.952381,0
male,1946,no,yes,yes,no,no,No,Self,9105,No,163877,2,21,0.7142857,1,0
female,1941,yes,yes,yes,no,no,No,Self,9105,No,163877,2,21,0.7142857,1,0
male,1957,yes,yes,yes,no,no,No,Neighbors,9105,No,163878,2,21,0.5238096,1,0
female,1965,yes,yes,yes,no,no,Yes,Neighbors,9105,No,163878,2,21,0.5238096,1,0
male,1963,yes,yes,yes,no,no,Yes,Control,9105,No,163879,2,21,0.3809524,0.952381,0
female,1966,no,no,yes,no,no,No,Control,9105,No,163879,2,21,0.3809524,0.952381,0
female,1958,yes,yes,yes,yes,yes,Yes,Control,9105,Yes,163880,3,21,0.6190476,1,1
female,1982,no,no,yes,no,no,No,Control,9105,No,163880,3,21,0.6190476,1,0
male,1958,yes,yes,yes,no,no,Yes,Control,9105,Yes,163880,3,21,0.6190476,1,1
male,1959,yes,yes,yes,no,no,Yes,Control,9105,No,163881,1,21,0.5714286,0.952381,0
female,1966,yes,yes,yes,no,no,Yes,Control,9105,Yes,163882,2,21,0.6190476,0.952381,1
male,1965,yes,no,yes,no,no,Yes,Control,9105,No,163882,2,21,0.6190476,0.952381,0
male,1948,yes,yes,yes,yes,yes,Yes,Control,9105,No,163883,2,21,0.6190476,1,0
female,1960,yes,yes,yes,no,no,No,Control,9105,No,163883,2,21,0.6190476,1,0
female,1952,yes,no,yes,no,no,No,Civic Duty,9105,No,163884,3,21,0.6190476,1,0
male,1952,yes,yes,yes,no,no,Yes,Civic Duty,9105,No,163884,3,21,0.6190476,1,0
female,1984,no,no,yes,no,no,Yes,Civic Duty,9105,No,163884,3,21,0.6190476,1,0
male,1984,no,no,yes,no,no,Yes,Control,9105,Yes,163885,4,21,0.7142857,0.952381,1
male,1956,yes,yes,yes,yes,yes,Yes,Control,9105,Yes,163885,4,21,0.7142857,0.952381,1
male,1983,no,yes,yes,no,yes,Yes,Control,9105,No,163885,4,21,0.7142857,0.952381,0
female,1959,yes,yes,yes,yes,yes,Yes,Control,9105,Yes,163885,4,21,0.7142857,0.952381,1
female,1961,no,no,yes,no,no,No,Control,9105,No,163886,2,21,0.6666667,0.952381,0
male,1954,yes,no,yes,no,no,Yes,Control,9105,No,163886,2,21,0.6666667,0.952381,0
male,1966,yes,no,yes,no,no,No,Civic Duty,9105,No,163887,2,21,0.4761905,0.952381,0
female,1965,yes,no,yes,no,no,Yes,Civic Duty,9105,No,163887,2,21,0.4761905,0.952381,0
male,1946,yes,yes,yes,no,no,No,Neighbors,9105,Yes,163888,1,21,0.5238096,0.9047619,1
female,1966,yes,yes,yes,no,yes,Yes,Control,9105,Yes,163889,2,21,0.4761905,0.9047619,1
male,1964,yes,no,yes,no,yes,Yes,Control,9105,Yes,163889,2,21,0.4761905,0.9047619,1
female,1967,yes,yes,yes,no,no,Yes,Self,9105,No,163890,2,21,0.5238096,0.9047619,0
male,1964,yes,yes,yes,no,no,No,Self,9105,No,163890,2,21,0.5238096,0.9047619,0
male,1944,yes,no,yes,no,no,Yes,Control,9122,No,164179,2,21,0.5714286,1,0
female,1946,no,no,yes,no,no,Yes,Control,9122,No,164179,2,21,0.5714286,1,0
male,1941,yes,yes,yes,no,yes,No,Control,9122,No,164180,2,21,0.4761905,1,0
female,1945,yes,yes,yes,no,yes,No,Control,9122,No,164180,2,21,0.4761905,1,0
male,1945,yes,yes,yes,no,no,No,Hawthorne,9122,No,164181,2,21,0.7142857,1,0
female,1947,yes,yes,yes,yes,no,Yes,Hawthorne,9122,Yes,164181,2,21,0.7142857,1,1
female,1946,yes,yes,yes,no,no,No,Civic Duty,9122,No,164182,2,21,0.7142857,1,0
male,1942,yes,yes,yes,no,no,No,Civic Duty,9122,No,164182,2,21,0.7142857,1,0
male,1951,yes,yes,yes,no,no,No,Civic Duty,9122,No,164183,2,21,0.2857143,0.952381,0
female,1933,yes,yes,yes,yes,yes,No,Civic Duty,9122,No,164183,2,21,0.2857143,0.952381,0
male,1945,yes,no,yes,no,no,Yes,Control,9122,Yes,164184,2,21,0.5714286,0.952381,1
female,1947,yes,no,yes,no,no,Yes,Control,9122,Yes,164184,2,21,0.5714286,0.952381,1
female,1959,yes,yes,yes,no,no,No,Control,9122,No,164185,2,21,0.5238096,0.952381,0
male,1961,yes,no,yes,no,no,No,Control,9122,No,164185,2,21,0.5238096,0.952381,0
female,1956,no,no,yes,no,no,Yes,Neighbors,9122,No,164186,3,21,0.4285714,1,0
male,1952,no,no,yes,no,no,Yes,Neighbors,9122,No,164186,3,21,0.4285714,1,0
female,1980,no,no,yes,no,no,Yes,Neighbors,9122,No,164186,3,21,0.4285714,1,0
male,1951,yes,yes,yes,no,yes,Yes,Hawthorne,9122,Yes,164187,2,21,0.4285714,1,1
female,1956,yes,yes,yes,no,yes,No,Hawthorne,9122,No,164187,2,21,0.4285714,1,0
female,1953,yes,yes,yes,no,yes,No,Neighbors,9122,Yes,164188,2,21,0.4285714,1,1
male,1956,yes,yes,yes,yes,yes,No,Neighbors,9122,No,164188,2,21,0.4285714,1,0
male,1953,yes,yes,yes,no,no,Yes,Control,9122,No,164189,2,21,0.3809524,1,0
female,1950,yes,yes,yes,no,no,Yes,Control,9122,No,164189,2,21,0.3809524,1,0
male,1965,yes,yes,yes,no,no,Yes,Self,9122,No,164190,2,21,0.4285714,1,0
female,1965,yes,yes,yes,no,no,No,Self,9122,No,164190,2,21,0.4285714,1,0
male,1957,yes,yes,yes,no,no,Yes,Control,9122,No,164191,2,21,0.2857143,0.9047619,0
female,1957,yes,yes,yes,no,no,Yes,Control,9122,No,164191,2,21,0.2857143,0.9047619,0
female,1959,yes,yes,yes,yes,no,No,Control,9122,Yes,164192,2,21,0.4285714,1,1
male,1952,yes,yes,yes,no,no,No,Control,9122,Yes,164192,2,21,0.4285714,1,1
male,1959,yes,yes,yes,no,yes,Yes,Control,9122,Yes,164193,2,21,0.5238096,1,1
female,1957,yes,yes,yes,yes,yes,Yes,Control,9122,Yes,164193,2,21,0.5238096,1,1
female,1954,yes,yes,yes,no,no,Yes,Control,9122,No,164194,3,21,0.5238096,1,0
male,1981,yes,yes,yes,no,no,Yes,Control,9122,No,164194,3,21,0.5238096,1,0
male,1946,yes,yes,yes,yes,no,Yes,Control,9122,No,164194,3,21,0.5238096,1,0
female,1962,yes,yes,yes,no,no,Yes,Control,9122,No,164195,4,21,0.4761905,0.9047619,0
male,1953,yes,no,yes,no,no,No,Control,9122,No,164195,4,21,0.4761905,0.9047619,0
male,1976,no,no,yes,no,no,No,Control,9122,No,164195,4,21,0.4761905,0.9047619,0
female,1984,no,no,yes,no,no,No,Control,9122,No,164195,4,21,0.4761905,0.9047619,0
male,1943,yes,yes,yes,yes,no,No,Self,9122,No,164196,1,21,0.1904762,0.9047619,0
male,1950,yes,no,yes,no,no,Yes,Control,9167,No,164989,2,21,0.7619048,0.952381,0
female,1951,yes,no,yes,no,no,Yes,Control,9167,No,164989,2,21,0.7619048,0.952381,0
male,1968,yes,yes,yes,no,yes,Yes,Control,9167,No,164990,2,21,0.4761905,0.952381,0
female,1963,yes,yes,yes,yes,yes,Yes,Control,9167,No,164990,2,21,0.4761905,0.952381,0
female,1938,no,no,yes,no,no,No,Control,9167,Yes,164991,3,21,0.4761905,0.9047619,1
male,1964,no,no,yes,no,no,Yes,Control,9167,Yes,164991,3,21,0.4761905,0.9047619,1
male,1929,yes,yes,yes,no,no,Yes,Control,9167,Yes,164991,3,21,0.4761905,0.9047619,1
male,1935,yes,yes,yes,no,no,Yes,Neighbors,9167,Yes,164992,2,21,0.4761905,1,1
female,1946,yes,no,yes,no,no,Yes,Neighbors,9167,Yes,164992,2,21,0.4761905,1,1
male,1943,yes,yes,yes,no,no,Yes,Hawthorne,9167,Yes,164993,2,21,0.4761905,1,1
female,1947,yes,yes,yes,no,no,Yes,Hawthorne,9167,No,164993,2,21,0.4761905,1,0
